NODE,SWIP,PORT,TOKYTHUAT,TRAM,MACSHT
UL_THO030M_LAN,10.81.5.215,6,Thạnh Hóa,THO030M (Ấp 3 Tân Hiệp),CSHT_LAN_00618
UL_THO032M_LAN,10.81.4.210,6,Thạnh Hóa,"THO032 (Kp4, TT Thạnh Hóa)",CSHT_LAN_00646
UL_THO033M_LAN,10.81.4.210,11,Thạnh Hóa,THO033M,CSHT_LAN_00929
UL_THO034M_LAN,10.81.5.212,14,Thạnh Hóa,THO034M,CSHT_LAN_00915
UL_THU701B_LAN,10.81.5.190,5,Tân Hưng,THU005X,CSHT_LAN_00630
3G_THU014M_LAN,10.81.5.198,23,Tân Hưng,THU014M (Võ Văn Be Vĩnh Bửu),CSHT_LAN_00284
4G-THU014M-LAN,10.81.5.198,22,Tân Hưng,THU014M (Võ Văn Be Vĩnh Bửu),CSHT_LAN_00284
2G_THU014M_LAN,E1,E1,Tân Hưng,THU014M (Võ Văn Be Vĩnh Bửu),CSHT_LAN_00284
3G_THU015M_LAN,10.81.5.164,3,Tân Hưng,THU015M (Ấp Cây Me),CSHT_LAN_00320
2G_THU015M_LAN,E1,E1,Tân Hưng,THU015M (Ấp Cây Me),CSHT_LAN_00320
4G-THU016S-LAN,10.81.4.190,21,Tân Hưng,"THU016S (Smallcell Khu C, Tân Hưng)",CSHT_LAN_00624
UL_THU017M_LAN,10.81.5.194,6,Tân Hưng,THU017M-LAN (xã Vĩnh Lợi),CSHT_LAN_00627
UL_THU018M_LAN,10.81.5.195,17,Tân Hưng,THU018M,CSHT_LAN_00851
UL_THU019M_LAN,10.81.4.192,22,Tân Hưng,THU019M,CSHT_LAN_00854
UL_THU020M_LAN,10.81.4.190,4,Tân Hưng,"THU020M (Ấp Gò Thuyền , xã Vĩnh Thạnh)",CSHT_LAN_00852
UL_THU021M_LAN,10.81.5.193,14,Tân Hưng,THU021M,CSHT_LAN_00853
UL_THU022M_LAN,10.81.5.185,7,Tân Hưng,THU022M,CSHT_LAN_00935
UL_THU023M_LAN,10.81.4.191,6,Tân Hưng,THU023M,CSHT_LAN_00941
3G_TAN021M_LAN,10.81.4.38,3,Tân An,Trạm 2008-6 (KP Xuân Hòa 1 P6),CSHT_LAN_00041
GL_TAN021M_LAN,10.81.4.38,9,Tân An,Trạm 2008-6 (KP Xuân Hòa 1 P6),CSHT_LAN_00041
3G_TAN022M_LAN,10.81.5.211,11,Tân An,Trạm 2008-8 (98 Nguyễn Cửu Vân),CSHT_LAN_00186
GL_TAN022M_LAN,10.81.5.242,4,Tân An,Trạm 2008-8 (98 Nguyễn Cửu Vân),CSHT_LAN_00186
3G_TAN024M_LAN,10.81.5.224,2,Tân An 1,Trạm 2009-2 (Bệnh Viện C),CSHT_LAN_00060
GL_TAN024M_LAN,10.81.5.224,3,Tân An 1,Trạm 2009-2 (Bệnh Viện C),CSHT_LAN_00060
UL_DHO004M_LAN,10.81.4.154,4,Đức Huệ,Trạm An Ninh Tây,CSHT_LAN_00157
2G_DHO004M_LAN,E1,E1,Đức Huệ,Trạm An Ninh Tây,CSHT_LAN_00157
UL_BLU010M_LAN,10.81.4.103,20,Bến Lức,Trạm An Thạnh,CSHT_LAN_00024
2G_BLU010M_LAN,E1,E1,Bến Lức,Trạm An Thạnh,CSHT_LAN_00024
3G_TAN001M_LAN,10.81.5.39,2,Tân An 1,Trạm An Thuận,CSHT_LAN_00220
3G_TAN002M_LAN,10.81.5.12,9,Tân An 1,Trạm An Vĩnh Ngãi,CSHT_LAN_00156
3G_MHO018M_LAN,10.81.4.49,23,Mộc Hóa,Trạm Ấp 2 Bình Phong Thạnh,CSHT_LAN_00101
4G-MHO018M-LAN,10.81.4.49,15,Mộc Hóa,Trạm Ấp 2 Bình Phong Thạnh,CSHT_LAN_00101
2G_MHO018M_LAN,E1,E1,Mộc Hóa,Trạm Ấp 2 Bình Phong Thạnh,CSHT_LAN_00101
3G_BLU003E_LAN,10.81.4.109,23,Gò Đen,Trạm ấp 3B Phước Lợi,CSHT_LAN_00189
3G_BLU003M_LAN,10.81.4.109,24,Gò Đen,Trạm ấp 3B Phước Lợi,CSHT_LAN_00189
4G-BLU003M-LAN,10.81.4.109,3,Gò Đen,Trạm ấp 3B Phước Lợi,CSHT_LAN_00189
2G_BLU003M_LAN,10.81.4.109,4,Gò Đen,Trạm ấp 3B Phước Lợi,CSHT_LAN_00189
3G_TTU013M_LAN,10.81.4.116,2,Thủ Thừa,Trạm Ấp 5 Nhị Thành,CSHT_LAN_00069
GL_TTU013M_LAN,10.81.4.116,17,Thủ Thừa,Trạm Ấp 5 Nhị Thành,CSHT_LAN_00069
3G_TTH018M_LAN,10.81.5.208,24,Tân Thạnh,Trạm Ấp 6 Nhơn Hoà Lập,CSHT_LAN_00267
4G-TTH018M-LAN,10.81.5.208,14,Tân Thạnh,Trạm Ấp 6 Nhơn Hoà Lập,CSHT_LAN_00267
2G_TTH018M_LAN,E1,E1,Tân Thạnh,Trạm Ấp 6 Nhơn Hoà Lập,CSHT_LAN_00267
3G_KTU011M_LAN,10.81.5.170,2,Kiến Tường,Trạm Ấp Ông Lễ Bình Hiệp,CSHT_LAN_00241
4G-KTU011M-LAN,10.81.5.170,22,Kiến Tường,Trạm Ấp Ông Lễ Bình Hiệp,CSHT_LAN_00241
2G_KTU011M_LAN,E1,E1,Kiến Tường,Trạm Ấp Ông Lễ Bình Hiệp,CSHT_LAN_00241
UL_DHU002M_LAN,10.81.4.166,24,Đức Huệ,Trạm Ấp Vinh ( Gốc Ring),CSHT_LAN_00084
2G_DHU002M_LAN,E1,E1,Đức Huệ,Trạm Ấp Vinh ( Gốc Ring),CSHT_LAN_00084
UL_BLU012M_LAN,10.81.4.97,16,Bến Lức,Trạm Bắc An Thạnh,CSHT_LAN_00210
2G_BLU012M_LAN,10.81.4.97,19,Bến Lức,Trạm Bắc An Thạnh,CSHT_LAN_00210
UL_DHO005M_LAN,10.81.5.74,21,Hậu Nghĩa,Trạm BĐVHX Đức Lập Thượng,CSHT_LAN_00052
2G_DHO005M_LAN,E1,E1,Hậu Nghĩa,Trạm BĐVHX Đức Lập Thượng,CSHT_LAN_00052
3G_DHO008M_LAN,10.81.5.153,2,Đức Huệ,Trạm Bến Đò Lộc Giang,CSHT_LAN_00275
4G-DHO008M-LAN,10.81.5.153,6,Đức Huệ,Trạm Bến Đò Lộc Giang,CSHT_LAN_00275
2G_DHO008M_LAN,E1,E1,Đức Huệ,Trạm Bến Đò Lộc Giang,CSHT_LAN_00275
3G_TAN005M_LAN,10.81.5.10,5,Tân An 1,Trạm Bệnh Viện,CSHT_LAN_00027
UL_TAN700B_LAN,10.81.5.10,21,Tân An 1,Trạm Bệnh Viện,CSHT_LAN_00671
3G_TTU016M_LAN,10.81.4.113,10,Thủ Thừa,Trạm Bình An,CSHT_LAN_00093
4G-TTU016M-LAN,10.81.4.113,15,Thủ Thừa,Trạm Bình An,CSHT_LAN_00093
2G_TTU016M_LAN,10.81.4.113,21,Thủ Thừa,Trạm Bình An,CSHT_LAN_00093
UL_BLU011M_LAN,10.81.5.93,2,Bến Lức,Trạm Bình Đức,CSHT_LAN_00162
2G_BLU011M_LAN,10.81.5.93,3,Bến Lức,Trạm Bình Đức,CSHT_LAN_00162
3G_TAN006M_LAN,10.81.5.34,2,Tân An 1,Trạm Bình Tâm,CSHT_LAN_00134
UL_DHO001M_LAN,10.81.4.253,4,Đức Huệ,Trạm BTS An Định,CSHT_LAN_00049
2G_DHO001M_LAN,E1,E1,Đức Huệ,Trạm BTS An Định,CSHT_LAN_00049
3G_CTH002M_LAN,10.81.4.225,11,Châu Thành,Trạm BTS An Lục Long 1,CSHT_LAN_00180
4G-CTH002M-LAN,10.81.4.225,24,Châu Thành,Trạm BTS An Lục Long 1,CSHT_LAN_00180
2G_CTH002M_LAN,10.81.4.225,8,Châu Thành,Trạm BTS An Lục Long 1,CSHT_LAN_00180
2G_CTH003M_LAN,10.81.4.225,6,Châu Thành,Trạm BTS An Lục Long 2,CSHT_LAN_00185
UL_CTH003M_LAN,10.81.4.225,19,Châu Thành,Trạm BTS An Lục Long 2,CSHT_LAN_00185
3G_DHO002E_LAN,10.81.4.253,14,Đức Huệ,Trạm BTS An Ninh Đông,CSHT_LAN_00050
UL_DHO002M_LAN,10.81.4.253,22,Đức Huệ,Trạm BTS An Ninh Đông,CSHT_LAN_00050
2G_DHO002M_LAN,E1,E1,Đức Huệ,Trạm BTS An Ninh Đông,CSHT_LAN_00050
UL_VHU001M_LAN,10.81.5.183,2,Vĩnh Hưng,Trạm BTS Ấp 2 Hưng Điền A(Ap-2-Binh-Tu-LAN),CSHT_LAN_00279
2G_VHU001M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Ấp 2 Hưng Điền A(Ap-2-Binh-Tu-LAN),CSHT_LAN_00279
3G_THO001M_LAN,10.81.4.217,8,Thạnh Hóa,Trạm BTS Ấp 2 Thủy Tây,CSHT_LAN_00017
4G-THO001M-LAN,10.81.4.217,3,Thạnh Hóa,Trạm BTS Ấp 2 Thủy Tây,CSHT_LAN_00017
2G_THO001M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Ấp 2 Thủy Tây,CSHT_LAN_00017
UL_TTH001M_LAN,10.81.5.208,18,Tân Thạnh,Trạm BTS Ấp 3 Thạnh Hưng,CSHT_LAN_00034
2G_TTH001M_LAN,E1,E1,Tân Thạnh,Trạm BTS Ấp 3 Thạnh Hưng,CSHT_LAN_00034
2G_BLU004M_LAN,10.81.5.97,12,Bến Lức,Trạm BTS Ấp 4 An Thạnh,CSHT_LAN_00299
3G_BLU004M_LAN,10.81.5.97,24,Bến Lức,Trạm BTS Ấp 4 An Thạnh,CSHT_LAN_00299
4G-BLU004M-LAN,10.81.5.97,6,Bến Lức,Trạm BTS Ấp 4 An Thạnh,CSHT_LAN_00299
SR_BLU005M_LAN,10.81.4.67,2,Bến Lức,Trạm BTS Ấp 4 Nhựt Chánh,CSHT_LAN_00072
UL_THO002M_LAN,10.81.5.215,4,Thạnh Hóa,Trạm BTS Ấp 4 Tân Hiệp,CSHT_LAN_00245
2G_THO002M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Ấp 4 Tân Hiệp,CSHT_LAN_00245
2G_CTH007M_LAN,10.81.4.228,5,Châu Thành,Trạm BTS Ấp 5 PTH,CSHT_LAN_00207
3G_CTH007M_LAN,10.81.4.228,22,Châu Thành,Trạm BTS Ấp 5 PTH,CSHT_LAN_00207
4G-CTH007M-LAN,10.81.4.228,14,Châu Thành,Trạm BTS Ấp 5 PTH,CSHT_LAN_00207
2G_CTH001M_LAN,10.81.4.228,21,Châu Thành,Trạm BTS Ấp 6 Thanh Phú Long,CSHT_LAN_00300
3G_CTH001M_LAN,10.81.4.222,22,Châu Thành,Trạm BTS Ấp 6 Thanh Phú Long,CSHT_LAN_00300
4G-CTH001M-LAN,10.81.5.229,10,Châu Thành,Trạm BTS Ấp 6 Thanh Phú Long,CSHT_LAN_00300
3G_TTH002M_LAN,10.81.5.252,2,Tân Thạnh,Trạm BTS Ấp 8 Tân Lập,CSHT_LAN_00178
4G-TTH002M-LAN,10.81.5.252,3,Tân Thạnh,Trạm BTS Ấp 8 Tân Lập,CSHT_LAN_00178
2G_TTH002M_LAN,E1,E1,Tân Thạnh,Trạm BTS Ấp 8 Tân Lập,CSHT_LAN_00178
UL_DHU001M_LAN,10.81.4.245,12,Đức Huệ,Trạm BTS Ấp Dinh,CSHT_LAN_00082
2G_DHU001M_LAN,E1,E1,Đức Huệ,Trạm BTS Ấp Dinh,CSHT_LAN_00082
3G_TTH003M_LAN,10.81.5.196,23,Tân Thạnh,Trạm BTS Ấp Đông Tân Hòa,CSHT_LAN_00039
4G-TTH003M-LAN,10.81.5.196,11,Tân Thạnh,Trạm BTS Ấp Đông Tân Hòa,CSHT_LAN_00039
2G_TTH003M_LAN,E1,E1,Tân Thạnh,Trạm BTS Ấp Đông Tân Hòa,CSHT_LAN_00039
3G_TTH004M_LAN,10.81.5.200,2,Tân Thạnh,Trạm BTS Ấp Tây Tân Hoà,CSHT_LAN_00083
4G-TTH004M-LAN,10.81.5.200,3,Tân Thạnh,Trạm BTS Ấp Tây Tân Hoà,CSHT_LAN_00083
2G_TTH004M_LAN,E1,E1,Tân Thạnh,Trạm BTS Ấp Tây Tân Hoà,CSHT_LAN_00083
UL_DHU011M_LAN,10.81.5.163,4,Đức Huệ,Trạm BTS Bà Mùi,CSHT_LAN_00127
2G_DHU011M_LAN,E1,E1,Đức Huệ,Trạm BTS Bà Mùi,CSHT_LAN_00127
UL_DHO003M_LAN,10.81.4.69,6,Hậu Nghĩa,Trạm BTS Bào Công,CSHT_LAN_00051
2G_DHO003M_LAN,E1,E1,Hậu Nghĩa,Trạm BTS Bào Công,CSHT_LAN_00051
UL_THO003M_LAN,10.81.4.197,10,Thạnh Hóa,Trạm BTS BĐVH Tân Đông,CSHT_LAN_00043
2G_THO003M_LAN,E1,E1,Thạnh Hóa,Trạm BTS BĐVH Tân Đông,CSHT_LAN_00043
3G_TTH005M_LAN,10.81.5.208,3,Tân Thạnh,Trạm BTS BĐVHX Bắc Hòa,CSHT_LAN_00159
4G-TTH005M-LAN,10.81.5.208,8,Tân Thạnh,Trạm BTS BĐVHX Bắc Hòa,CSHT_LAN_00159
2G_TTH005M_LAN,E1,E1,Tân Thạnh,Trạm BTS BĐVHX Bắc Hòa,CSHT_LAN_00159
3G_TTH006M_LAN,10.81.5.202,2,Tân Thạnh,Trạm BTS BĐVHX Hậu Thạnh Tây,CSHT_LAN_00126
4G-TTH006M-LAN,10.81.5.202,3,Tân Thạnh,Trạm BTS BĐVHX Hậu Thạnh Tây,CSHT_LAN_00126
UL_THU001M_LAN,10.81.5.185,6,Tân Hưng,Trạm BTS BĐVHX Hưng Hà,CSHT_LAN_00143
2G_THU001M_LAN,E1,E1,Tân Hưng,Trạm BTS BĐVHX Hưng Hà,CSHT_LAN_00143
3G_TTH007M_LAN,10.81.4.202,23,Tân Thạnh,Trạm BTS BĐVHX Nhơn Hòa,CSHT_LAN_00261
4G-TTH007M-LAN,10.81.4.202,5,Tân Thạnh,Trạm BTS BĐVHX Nhơn Hòa,CSHT_LAN_00261
2G_TTH007M_LAN,E1,E1,Tân Thạnh,Trạm BTS BĐVHX Nhơn Hòa,CSHT_LAN_00261
3G_THO005M_LAN,10.81.5.214,24,Thạnh Hóa,Trạm BTS Bến Kè - Thủy Đông,CSHT_LAN_00044
4G-THO005M-LAN,10.81.5.214,7,Thạnh Hóa,Trạm BTS Bến Kè - Thủy Đông,CSHT_LAN_00044
2G_THO005M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Bến Kè - Thủy Đông,CSHT_LAN_00044
UL_MHO001M_LAN,10.81.5.175,7,Mộc Hóa,Trạm BTS Bình Bắc,CSHT_LAN_00100
2G_MHO001M_LAN,E1,E1,Mộc Hóa,Trạm BTS Bình Bắc,CSHT_LAN_00100
3G_DHU007M_LAN,10.81.4.76,2,Đức Huệ,Trạm BTS Bình Hòa Bắc,CSHT_LAN_00255
UL_DHU007M_LAN,10.81.4.76,5,Đức Huệ,Trạm BTS Bình Hòa Bắc,CSHT_LAN_00255
2G_DHU007M_LAN,E1,E1,Đức Huệ,Trạm BTS Bình Hòa Bắc,CSHT_LAN_00255
3G_MHO005M_LAN,10.81.5.172,4,Mộc Hóa,Trạm BTS Bình Hòa Đông,CSHT_LAN_00037
4G-MHO005M-LAN,10.81.5.172,21,Mộc Hóa,Trạm BTS Bình Hòa Đông,CSHT_LAN_00037
2G_MHO005M_LAN,E1,E1,Mộc Hóa,Trạm BTS Bình Hòa Đông,CSHT_LAN_00037
UL_DHU008M_LAN,10.81.5.98,3,Đức Huệ,Trạm BTS Bình Hòa Nam,CSHT_LAN_00145
2G_DHU008M_LAN,E1,E1,Đức Huệ,Trạm BTS Bình Hòa Nam,CSHT_LAN_00145
SR_DHO010M_LAN,10.81.5.160,5,Đức Hòa,Trạm BTS Bình Hữu,CSHT_LAN_00282
2G_CTH008M_LAN,10.81.4.222,17,Châu Thành,Trạm BTS Bình Khương,CSHT_LAN_00167
3G_CTH008M_LAN,10.81.4.222,24,Châu Thành,Trạm BTS Bình Khương,CSHT_LAN_00167
4G-CTH008M-LAN,10.81.5.144,2,Châu Thành,Trạm BTS Bình Khương,CSHT_LAN_00167
3G_TTR002M_LAN,10.81.4.240,24,Tân Trụ,Trạm BTS Bình Lãng,CSHT_LAN_00150
4G-TTR002M-LAN,10.81.4.240,6,Tân Trụ,Trạm BTS Bình Lãng,CSHT_LAN_00150
2G_TTR002M_LAN,10.81.4.240,11,Tân Trụ,Trạm BTS Bình Lãng,CSHT_LAN_00150
3G_KTU006M_LAN,10.81.5.171,2,Kiến Tường,Trạm BTS Bình Tân,CSHT_LAN_00228
4G-KTU006M-LAN,10.81.5.171,24,Kiến Tường,Trạm BTS Bình Tân,CSHT_LAN_00228
2G_KTU006M_LAN,E1,E1,Kiến Tường,Trạm BTS Bình Tân,CSHT_LAN_00228
3G_MHO008M_LAN,10.81.5.79,5,Mộc Hóa,Trạm BTS Bình Thạnh,CSHT_LAN_00256
4G-MHO008M-LAN,10.81.5.79,24,Mộc Hóa,Trạm BTS Bình Thạnh,CSHT_LAN_00256
2G_MHO008M_LAN,E1,E1,Mộc Hóa,Trạm BTS Bình Thạnh,CSHT_LAN_00256
2G_CTH009M_LAN,10.81.5.247,5,Châu Thành,Trạm BTS Bình Trị,CSHT_LAN_00033
3G_CTH009M_LAN,10.81.5.247,3,Châu Thành,Trạm BTS Bình Trị,CSHT_LAN_00033
4G-CTH009M-LAN,10.81.5.247,4,Châu Thành,Trạm BTS Bình Trị,CSHT_LAN_00033
3G_TTR003M_LAN,10.81.5.230,13,Tân Trụ,Trạm BTS Bình Trinh,CSHT_LAN_00106
4G-TTR003M-LAN,10.81.5.230,10,Tân Trụ,Trạm BTS Bình Trinh,CSHT_LAN_00106
2G_TTR003M_LAN,10.81.5.230,14,Tân Trụ,Trạm BTS Bình Trinh,CSHT_LAN_00106
UL_MHO009M_LAN,10.81.5.248,24,Mộc Hóa,Trạm BTS Bình Trung 2,CSHT_LAN_00175
2G_MHO009M_LAN,E1,E1,Mộc Hóa,Trạm BTS Bình Trung 2,CSHT_LAN_00175
UL_VHU006M_LAN,10.81.4.189,24,Vĩnh Hưng,Trạm BTS Cả Trốt,CSHT_LAN_00064
2G_VHU006M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Cả Trốt,CSHT_LAN_00064
3G_THU003E_LAN,10.81.4.235,3,Tân Hưng,Trạm BTS Cái Sách,CSHT_LAN_00057
UL_THU003M_LAN,10.81.4.235,2,Tân Hưng,Trạm BTS Cái Sách,CSHT_LAN_00057
2G_THU003M_LAN,E1,E1,Tân Hưng,Trạm BTS Cái Sách,CSHT_LAN_00057
3G_MHO010M_LAN,10.81.4.177,24,Mộc Hóa,Trạm BTS cầu 79 (Tân Lập),CSHT_LAN_00176
4G-MHO010M-LAN,10.81.4.177,5,Mộc Hóa,Trạm BTS cầu 79 (Tân Lập),CSHT_LAN_00176
2G_MHO010M_LAN,E1,E1,Mộc Hóa,Trạm BTS cầu 79 (Tân Lập),CSHT_LAN_00176
3G_CGI005M_LAN,10.81.5.77,2,Cần Giuộc,Trạm BTS Cầu Bà Kiểu,CSHT_LAN_00070
4G-CGI005M-LAN,10.81.5.77,3,Cần Giuộc,Trạm BTS Cầu Bà Kiểu,CSHT_LAN_00070
2G_CGI005M_LAN,10.81.5.77,5,Cần Giuộc,Trạm BTS Cầu Bà Kiểu,CSHT_LAN_00070
UL_CDU008M_LAN,10.81.4.148,21,Rạch Kiến,Trạm BTS Cầu Ông Bình,CSHT_LAN_00203
2G_CDU008M_LAN,10.81.4.148,6,Rạch Kiến,Trạm BTS Cầu Ông Bình,CSHT_LAN_00203
UL_DHO012M_LAN,10.81.5.159,18,Hậu Nghĩa,Trạm BTS Cầu Ông Huyện,CSHT_LAN_00293
2G_DHO012M_LAN,E1,E1,Hậu Nghĩa,Trạm BTS Cầu Ông Huyện,CSHT_LAN_00293
SR_DHO013M_LAN,10.81.4.106,23,Đức Hòa,Trạm BTS Chợ Chiều,CSHT_LAN_00007
3G_VHU007M_LAN,10.81.5.203,2,Vĩnh Hưng,Trạm BTS Chùa Nổi,CSHT_LAN_00065
4G-VHU007M-LAN,10.81.5.203,21,Vĩnh Hưng,Trạm BTS Chùa Nổi,CSHT_LAN_00065
2G_VHU007M_LAN,E1,E1,Vĩnh Hưng,Trạm BTS Chùa Nổi,CSHT_LAN_00065
UL_DHO011M_LAN,10.81.4.66,10,Hậu Nghĩa,Trạm BTS Cống Bảy Quang,CSHT_LAN_00263
2G_DHO011M_LAN,E1,E1,Hậu Nghĩa,Trạm BTS Cống Bảy Quang,CSHT_LAN_00263
UL_DHO036M_LAN,10.81.4.60,12,Đức Hòa,Trạm BTS DHO036B (Chú Tư Minh),CSHT_LAN_00013
2G_DHO036M_LAN,E1,E1,Đức Hòa,Trạm BTS DHO036B (Chú Tư Minh),CSHT_LAN_00013
2G_CTH011M_LAN,10.81.4.226,21,Châu Thành,Trạm BTS Đình Cháy,CSHT_LAN_00285
3G_CTH011M_LAN,10.81.4.226,2,Châu Thành,Trạm BTS Đình Cháy,CSHT_LAN_00285
4G-CTH011M-LAN,10.81.4.226,23,Châu Thành,Trạm BTS Đình Cháy,CSHT_LAN_00285
2G_CDU013M_LAN,10.81.5.119,2,Cần Đước,Trạm BTS Đôn Rạch Cát,CSHT_LAN_00168
3G_CDU013M_LAN,10.81.5.119,24,Cần Đước,Trạm BTS Đôn Rạch Cát,CSHT_LAN_00168
4G-CDU013M-LAN,10.81.5.119,3,Cần Đước,Trạm BTS Đôn Rạch Cát,CSHT_LAN_00168
2G_CGI008M_LAN,10.81.4.150,15,Cần Giuộc,Trạm BTS Đông Thạnh 2,CSHT_LAN_00219
3G_CGI008E_LAN,10.81.4.150,11,Cần Giuộc,Trạm BTS Đông Thạnh 2,CSHT_LAN_00219
3G_CGI008M_LAN,10.81.4.150,14,Cần Giuộc,Trạm BTS Đông Thạnh 2,CSHT_LAN_00219
4G-CGI008M-LAN,10.81.4.150,19,Cần Giuộc,Trạm BTS Đông Thạnh 2,CSHT_LAN_00219
3G_TTR001E_LAN,10.81.5.236,4,Tân Trụ,Trạm BTS Đức Tân,CSHT_LAN_00191
3G_TTR001M_LAN,10.81.5.236,3,Tân Trụ,Trạm BTS Đức Tân,CSHT_LAN_00191
4G-TTR001M-LAN,10.81.5.236,7,Tân Trụ,Trạm BTS Đức Tân,CSHT_LAN_00191
2G_TTR001M_LAN,10.81.5.236,12,Tân Trụ,Trạm BTS Đức Tân,CSHT_LAN_00191
2G_CTH012M_LAN,10.81.4.220,8,Châu Thành,Trạm BTS Dương Xuân Hội,CSHT_LAN_00211
3G_CTH012M_LAN,10.81.4.220,23,Châu Thành,Trạm BTS Dương Xuân Hội,CSHT_LAN_00211
4G-CTH012M-LAN,10.81.4.220,11,Châu Thành,Trạm BTS Dương Xuân Hội,CSHT_LAN_00211
3G_THU011M_LAN,10.81.4.184,2,Tân Hưng,Trạm BTS Gò Chuối Hưng Điền,CSHT_LAN_00081
4G-THU011M-LAN,10.81.4.184,3,Tân Hưng,Trạm BTS Gò Chuối Hưng Điền,CSHT_LAN_00081
2G_THU011M_LAN,E1,E1,Tân Hưng,Trạm BTS Gò Chuối Hưng Điền,CSHT_LAN_00081
UL_MHO011M_LAN,10.81.5.36,2,Mộc Hóa,Trạm BTS Gò Vồ,CSHT_LAN_00066
2G_MHO011M_LAN,E1,E1,Mộc Hóa,Trạm BTS Gò Vồ,CSHT_LAN_00066
3G_CTH004M_LAN,10.81.4.220,9,Châu Thành,Trạm BTS Hiệp Thạnh,CSHT_LAN_00142
4G-CTH004M-LAN,10.81.4.226,20,Châu Thành,Trạm BTS Hiệp Thạnh,CSHT_LAN_00142
2G_CTH004M_LAN,10.81.4.220,22,Châu Thành,Trạm BTS Hiệp Thạnh,CSHT_LAN_00142
3G_CTH005M_LAN,10.81.5.106,3,Châu Thành,Trạm BTS Hòa Phú,CSHT_LAN_00006
4G-CTH005M-LAN,10.81.5.106,4,Châu Thành,Trạm BTS Hòa Phú,CSHT_LAN_00006
2G_CTH005M_LAN,10.81.5.106,2,Châu Thành,Trạm BTS Hòa Phú,CSHT_LAN_00006
UL_THU013M_LAN,10.81.4.187,3,Tân Hưng,Trạm BTS Hưng Thạnh,CSHT_LAN_00195
2G_THU013M_LAN,E1,E1,Tân Hưng,Trạm BTS Hưng Thạnh,CSHT_LAN_00195
UL_DHO019M_LAN,10.81.4.65,24,Đức Hòa,Trạm BTS Hựu Thạnh,CSHT_LAN_00155
2G_DHO019M_LAN,E1,E1,Đức Hòa,Trạm BTS Hựu Thạnh,CSHT_LAN_00155
UL_DHO034W_LAN,10.81.4.58,24,Đức Hòa,Trạm BTS KCN Tân Đức 1,CSHT_LAN_00172
2G_DHO034M_LAN,E1,E1,Đức Hòa,Trạm BTS KCN Tân Đức 1,CSHT_LAN_00172
UL_BLU014W_LAN,10.81.4.86,7,Bến Lức,Trạm BTS KCN-Chingluh,CSHT_LAN_00268
2G_CDU018M_LAN,10.81.4.83,22,Rạch Kiến,Trạm BTS KCN-Chingluh-1 (CDU018M),CSHT_LAN_00021
UL_CDU018M_LAN,10.81.4.87,8,Rạch Kiến,Trạm BTS KCN-Chingluh-1 (CDU018M),CSHT_LAN_00021
3G_CGI010E_LAN,10.81.5.152,3,Cần Giuộc,Trạm BTS Kế Mỹ,CSHT_LAN_00068
UL_CGI010M_LAN,10.81.5.152,2,Cần Giuộc,Trạm BTS Kế Mỹ,CSHT_LAN_00068
2G_CGI010M_LAN,10.81.5.152,5,Cần Giuộc,Trạm BTS Kế Mỹ,CSHT_LAN_00068
3G_THO006M_LAN,10.81.4.210,8,Thạnh Hóa,Trạm BTS Khóm 1 TT Thạnh Hóa,CSHT_LAN_00073
4G-THO006M-LAN,10.81.4.210,12,Thạnh Hóa,Trạm BTS Khóm 1 TT Thạnh Hóa,CSHT_LAN_00073
2G_THO006M_LAN,E1,E1,Thạnh Hóa,Trạm BTS Khóm 1 TT Thạnh Hóa,CSHT_LAN_00073
3G_TTH010M_LAN,10.81.5.197,2,Tân Thạnh,Trạm BTS Kiến Bình 2,CSHT_LAN_00079
4G-TTH010M-LAN,10.81.5.197,7,Tân Thạnh,Trạm BTS Kiến Bình 2,CSHT_LAN_00079
2G_TTH010M_LAN,E1,E1,Tân Thạnh,Trạm BTS Kiến Bình 2,CSHT_LAN_00079
3G_TTH009M_LAN,10.81.4.202,12,Tân Thạnh,Trạm BTS Kiến Bình,CSHT_LAN_00164
4G-TTH009M-LAN,10.81.4.202,18,Tân Thạnh,Trạm BTS Kiến Bình,CSHT_LAN_00164
2G_TTH009M_LAN,E1,E1,Tân Thạnh,Trạm BTS Kiến Bình,CSHT_LAN_00164
3G_KTU009M_LAN,10.81.5.176,2,Kiến Tường,Trạm BTS KP 6 Mộc Hóa,CSHT_LAN_00078
4G-KTU009M-LAN,10.81.5.176,23,Kiến Tường,Trạm BTS KP 6 Mộc Hóa,CSHT_LAN_00078
2G_KTU009M_LAN,E1,E1,Kiến Tường,Trạm BTS KP 6 Mộc Hóa,CSHT_LAN_00078
3G_KTU007M_LAN,10.81.4.173,7,Kiến Tường,Trạm BTS KP 9 Mộc Hóa,CSHT_LAN_00059
4G-KTU007M-LAN,10.81.4.173,17,Kiến Tường,Trạm BTS KP 9 Mộc Hóa,CSHT_LAN_00059
2G_KTU007M_LAN,E1,E1,Kiến Tường,Trạm BTS KP 9 Mộc Hóa,CSHT_LAN_00059
